"","X.1","X","crime","number","date","location","beat","neighborhood","npu","lat","long"
"6062",205311,205310,"BURGLARY-NONRES",111852118,"07/04/2011","3761 CAMPBELLTON RD SW",412,"Kings Forest","P",33.69087,-84.51166
"6063",258867,258866,"AGG ASSAULT",132511037,"09/08/2013","737 PLAINVILLE TRL SW",407,"Wildwood (NPU-H)","H",33.7411,-84.52203
"6064",65188,65187,"AUTO THEFT",93080635,"11/04/2009","415 FAIRBURN RD SW",407,"Fairburn Mays","H",33.74349,-84.50968
"6065",160790,160789,"LARCENY-FROM VEHICLE",121241103,"05/03/2012","1575 MARTIN L KING JR DR NW ",104,"Mozley Park","K",33.7529,-84.43904
"6066",135246,135245,"BURGLARY-RESIDENCE",111021259,"04/12/2011","294 GLENWOOD AVE SE",605,"Grant Park","W",33.74251,-84.37809
"6067",102438,102437,"LARCENY-FROM VEHICLE",150540890,"02/23/2015","390 17TH ST NW",501,"Atlantic Station","E",33.7902,-84.4003
"6068",133564,133563,"LARCENY-FROM VEHICLE",111192235,"04/29/2011","415 MEMORIAL DR SE",605,"Grant Park","W",33.74652,-84.37423
"6069",257601,257600,"LARCENY-FROM VEHICLE",132640458,"09/21/2013","500 FULTON ST SW",303,"Mechanicsville","V",33.74122,-84.40351
"6070",228344,228343,"BURGLARY-RESIDENCE",112300719,"08/18/2011","432 BECKWITH CT SW",101,"Atlanta University Center","T",33.75323,-84.40436
"6071",215586,215585,"AGG ASSAULT",152022931,"07/21/2015","3228 MARTIN L KING JR DR SW",406,"","I",33.75254,-84.49328
"6072",217026,217025,"AGG ASSAULT",151862660,"07/05/2015","284 GARNETT ST SW",512,"Downtown","M",33.74999,-84.39724
"6073",94961,94960,"BURGLARY-RESIDENCE",110450662,"02/14/2011","1295 DONNELLY AVE SW",402,"West End","T",33.73487,-84.42975
"6074",138922,138921,"LARCENY-NON VEHICLE",120931562,"04/02/2012","1275 CAROLINE ST NE ;TARGET",609,"Edgewood","O",33.75674,-84.34619
"6075",115527,115526,"LARCENY-NON VEHICLE",110621775,"03/03/2011","3500 PEACHTREE RD NE",208,"North Buckhead","B",33.85302,-84.36278
"6076",20759,20758,"BURGLARY-RESIDENCE",92971355,"10/24/2009","2635 LANDRUM DR SW",409,"Southwest","R",33.70637,-84.4747
"6077",8623,8622,"BURGLARY-RESIDENCE",122810926,"10/07/2012","3330 W ANDREWS DR NW",206,"South Tuxedo Park","B",33.84573,-84.39335
"6078",208334,208333,"LARCENY-FROM VEHICLE",121871594,"07/05/2012","850 OAK ST SW @WEST END MALL",401,"West End","T",33.74053,-84.41671
"6079",101397,101396,"LARCENY-FROM VEHICLE",140401329,"02/09/2014","509 SAINT CHARLES AVE NE",506,"Midtown","E",33.77529,-84.37015
"6080",128896,128895,"LARCENY-FROM VEHICLE",90751476,"03/16/2009","1160 MOORES MILL RD NW",201,"Brandon","C",33.83134,-84.42412
"6081",37123,37122,"LARCENY-FROM VEHICLE",123070619,"11/02/2012","1445 MONROE DR NE",213,"Morningside/Lenox Park","F",33.79407,-84.36714
"6082",24768,24767,"LARCENY-NON VEHICLE",100131336,"01/13/2010","1285 JOSEPH E BOONE BLVD NW",106,"Bankhead","K",33.76368,-84.42962
"6083",234121,234120,"LARCENY-FROM VEHICLE",132341613,"08/22/2013","2711 METROPOLITAN PKWY SW",311,"Hammond Park","X",33.68092,-84.40814
"6084",38268,38267,"ROBBERY-PEDESTRIAN",133232995,"11/19/2013","2371 GLENWOOD AVE SE",611,"East Lake","O",33.73966,-84.30934
"6085",254225,254224,"LARCENY-FROM VEHICLE",122710773,"09/27/2012","988 E CONFEDERATE AVE SE",607,"Ormewood Park","W",33.72647,-84.35434
"6086",146113,146112,"AUTO THEFT",150942635,"04/04/2015","3755 CARMIA DR SW",414,"Princeton Lakes","P",33.65571,-84.50908
"6087",239636,239635,"LARCENY-FROM VEHICLE",152362809,"08/24/2015","281 15TH ST NE",502,"Ansley Park","E",33.7881,-84.37799
"6088",262626,262625,"AUTO THEFT",152690950,"09/26/2015","1660 STANTON RD SW",408,"","R",33.70988,-84.44361
"6089",229603,229602,"ROBBERY-PEDESTRIAN",112182279,"08/06/2011","2766 GRAND AVE",311,"Hammond Park","X",33.68076,-84.40126
"6090",132868,132867,"LARCENY-NON VEHICLE",100961581,"04/06/2010","713 RALPH D ABERNATHY BLVD SW",303,"Adair Park","V",33.73895,-84.4108
"6091",153524,153523,"BURGLARY-RESIDENCE",101340766,"05/14/2010","99 CHAPPELL RD",105,"Hunter Hills","K",33.75755,-84.43329
"6092",252758,252757,"LARCENY-FROM VEHICLE",112550133,"09/12/2011","708 SPRING ST NW",505,"Midtown","E",33.77402,-84.3892
"6093",135897,135896,"BURGLARY-RESIDENCE",110962110,"04/06/2011","254 HOLLY RD NW",105,"West Lake","J",33.76235,-84.43802
"6094",124388,124387,"LARCENY-FROM VEHICLE",150713629,"03/12/2015","2809 PEACHTREE RD NE",206,"Garden Hills","B",33.83157,-84.38498
"6095",58962,58961,"BURGLARY-RESIDENCE",160153245,"01/15/2016","1992 HOLLYWOOD RD NW",203,"Riverside","D",33.81002,-84.47217
"6096",79092,79091,"LARCENY-FROM VEHICLE",143432638,"12/09/2014","964 VIRGINA AVE NE ",601,"Virginia Highland","F",33.78237,-84.35565
"6097",151443,151442,"LARCENY-FROM VEHICLE",90932319,"04/03/2009","4TH ST NE / PEACHTREE ST NE",505,"Midtown","E",33.77492,-84.38465
"6098",139093,139092,"BURGLARY-RESIDENCE",131201416,"04/30/2013","1506 DODSON DR SW",409,"Cascade Heights","I",33.71465,-84.47312
"6099",91371,91370,"AUTO THEFT",90041615,"01/04/2009","117 STAFFORD ST SW",104,"Mozley Park","K",33.75193,-84.42729
"6100",83297,83296,"LARCENY-NON VEHICLE",163541875,"12/19/2016","824 RALPH D ABERNATHY BLVD SW",401,"West End","T",33.73792,-84.41473
"6101",259228,259227,"BURGLARY-RESIDENCE",132472390,"09/04/2013","2960 MARTIN L KING JR DR SW",405,"Harland Terrace","I",33.75349,-84.48495
"6102",149551,149550,"LARCENY-FROM VEHICLE",91111982,"04/21/2009","300 PEACHTREE ST NE",508,"Downtown","M",33.76293,-84.38714
"6103",66141,66140,"BURGLARY-RESIDENCE",103601139,"12/26/2010","94 ATLANTA AVE SE",304,"Peoplestown","V",33.73063,-84.3849
"6104",257422,257421,"LARCENY-FROM VEHICLE",132662428,"09/23/2013","1068 EUCLID AVE NE ",602,"Inman Park","N",33.76311,-84.35218
"6105",120075,120074,"AUTO THEFT",130682338,"03/09/2013","18 WYMAN ST NE",609,"Kirkwood","O",33.75281,-84.33293
"6106",215908,215907,"LARCENY-NON VEHICLE",151981170,"07/17/2015","3393 PEACHTREE RD NE @LENOX MALL",210,"Lenox","B",33.84676,-84.36212
"6107",30105,30104,"AUTO THEFT",103191642,"11/15/2010","3819 JONESBORO ROAD ",313,"South River Gardens","Z",33.65001,-84.36634
"6108",112963,112962,"AGG ASSAULT",100611270,"03/02/2010","3112 LATONA DR SW",312,"Glenrose Heights","Z",33.66901,-84.3957
"6109",262496,262495,"LARCENY-FROM VEHICLE",152712494,"09/28/2015","695 NORTH AVE NE @MASQUERADE CLUB",603,"Old Fourth Ward","M",33.77073,-84.3645
"6110",204840,204839,"BURGLARY-NONRES",111891169,"07/08/2011","694 JEFFERSON ST NW",103,"English Avenue","L",33.77598,-84.40955
"6111",31337,31336,"LARCENY-FROM VEHICLE",103070637,"11/03/2010","1008 HUBBARD ST SW",302,"Pittsburgh","V",33.72743,-84.4022
"6112",194484,194483,"LARCENY-FROM VEHICLE",161621343,"06/10/2016","87 BASS ST SE",304,"Summerhill","V",33.73548,-84.38485
"6113",51284,51283,"BURGLARY-RESIDENCE",130162022,"01/16/2013","3901 CAMPBELLTON RD SW",412,"Kings Forest","P",33.69231,-84.51621
"6114",55902,55901,"RAPE",150221472,"01/22/2015","181 PEACHTREE STREET NE",510,"Downtown","M",33.75861,-84.3872
"6115",4532,4531,"AUTO THEFT",112922056,"10/19/2011","98 ANDERSON AVE NW",108,"Dixie Hills","J",33.75661,-84.44953
"6116",109732,109731,"LARCENY-FROM VEHICLE",90390648,"02/08/2009","992 COLEMAN ST SW",302,"Pittsburgh","V",33.72785,-84.40379
"6117",74651,74650,"BURGLARY-RESIDENCE",133612512,"12/27/2013","792 CONFEDERATE AVE SE",605,"Grant Park","W",33.73275,-84.36469
"6118",209356,209355,"AUTO THEFT",132060301,"07/25/2013","1359 WOODLAND AVE SE",607,"Custer/McDonough/Guice","W",33.71747,-84.35417
"6119",162186,162185,"AGG ASSAULT",131390035,"05/19/2013","2905 SPRINGDALE RD SW",311,"Hammond Park","X",33.67597,-84.41601
"6120",168603,168602,"AUTO THEFT",151270664,"05/07/2015","1016 LOMA LINDA ST SW",402,"Bush Mountain","S",33.72742,-84.43242
"6121",269823,269822,"BURGLARY-RESIDENCE",92512044,"09/08/2009","2269 LARCHWOOD RD SW",405,"Florida Heights","I",33.74777,-84.46123
"6122",25550,25549,"LARCENY-NON VEHICLE",100041590,"01/04/2010","879 RALPH D ABERNATHY BLVD SW",401,"West End","T",33.73847,-84.41662
"6123",197455,197454,"LARCENY-NON VEHICLE",91620152,"06/11/2009","199 PETERS",507,"Castleberry Hill","M",33.74923,-84.40005
"6124",153,152,"BURGLARY-RESIDENCE",103030473,"10/30/2010","978 PARSONS ST SW",104,"Ashview Heights","T",33.75092,-84.4196
"6125",261445,261444,"BURGLARY-RESIDENCE",142521683,"09/09/2014","3360 NORTHSIDE DR NW",202,"Kingswood","A",33.84861,-84.4076
"6126",25719,25718,"LARCENY-FROM VEHICLE",100020690,"01/02/2010","1059 TERRELL ST NW",501,"Home Park","E",33.7837,-84.40361
"6127",256642,256641,"LARCENY-NON VEHICLE",122462025,"09/02/2012","490 FAIRBURN RD SW",407,"Fairburn Mays","H",33.74107,-84.50997
"6128",226189,226188,"LARCENY-FROM VEHICLE",102191461,"08/07/2010","15 PEACHTREE ST SW",511,"Downtown","M",33.75369,-84.39043
"6129",27089,27088,"LARCENY-FROM VEHICLE",110170667,"01/17/2011","1027 GARIBALDI ST SW",302,"Pittsburgh","V",33.72666,-84.39934
"6130",138945,138944,"LARCENY-NON VEHICLE",120932265,"04/02/2012","595 PIEDMONT AVE NE",603,"Old Fourth Ward","M",33.77067,-84.38023
"6131",142945,142944,"ROBBERY-PEDESTRIAN",141050781,"04/15/2014","12 HOPKINS ST",307,"Lakewood Heights","Y",33.70602,-84.38194
"6132",74882,74881,"LARCENY-FROM VEHICLE",133572185,"12/23/2013","3343 PEACHTREE RD NE",208,"Lenox","B",33.84748,-84.36737
"6133",185497,185496,"LARCENY-FROM VEHICLE",131702427,"06/19/2013","76 12TH ST NE",503,"Midtown","E",33.78485,-84.38515
"6134",170228,170227,"BURGLARY-RESIDENCE",161402714,"05/19/2016","3685 MANOR CT SW",407,"Fairburn Mays","H",33.7325,-84.51099
"6135",260030,260029,"LARCENY-FROM VEHICLE",142681388,"09/25/2014","1130 KIPLING ST SE",308,"Thomasville Heights","Z",33.7003,-84.35034
"6136",39357,39356,"LARCENY-NON VEHICLE",133090959,"11/05/2013","1275 CAROLINE ST NE",609,"Edgewood","O",33.75674,-84.34619
"6137",62646,62645,"LARCENY-FROM VEHICLE",93310503,"11/27/2009","375 18TH ST NW",501,"Atlantic Station","E",33.79163,-84.40099
"6138",269301,269300,"LARCENY-NON VEHICLE",92570548,"09/14/2009","875 HANK AARON DR SW",304,"Peoplestown","V",33.73061,-84.38872
"6139",168999,168998,"LARCENY-FROM VEHICLE",151231681,"05/03/2015","307 CHEROKEE AVE SE",605,"Grant Park","W",33.74632,-84.37393
"6140",203762,203761,"LARCENY-NON VEHICLE",111990674,"07/18/2011","174 MOURY AVE SW",305,"The Villages at Carver","Y",33.71347,-84.39079
"6141",63188,63187,"LARCENY-FROM VEHICLE",93251995,"11/21/2009","765 NORTH AVE NE",602,"Poncey-Highland","N",33.77104,-84.3619
"6142",94862,94861,"AUTO THEFT",110470060,"02/16/2011","1194 LUCILE AVE SW",401,"West End","T",33.74214,-84.42689
"6143",128797,128796,"LARCENY-FROM VEHICLE",90760411,"03/17/2009","56 HOWARD ST SE",610,"Kirkwood","O",33.7507,-84.32309
"6144",179399,179398,"LARCENY-FROM VEHICLE",111710057,"06/20/2011","6 WHATLEY ST SE",307,"Lakewood Heights","Y",33.70715,-84.37912
"6145",192065,192064,"LARCENY-NON VEHICLE",151601223,"06/09/2015","2420 PIEDMONT RD NE",211,"Lindbergh/Morosgo","B",33.82226,-84.36847
"6146",136081,136080,"LARCENY-NON VEHICLE",110942110,"04/04/2011","2105 TIGER FLOWERS DR NW",108,"Dixie Hills","J",33.76042,-84.4564
"6147",80521,80520,"LARCENY-NON VEHICLE",153572775,"12/23/2015","3120 MAPLE DR NE @ZONE 2 PRECINCT",206,"Buckhead Village","B",33.84032,-84.37268
"6148",196999,196998,"LARCENY-FROM VEHICLE",91671593,"06/16/2009","1461 AVON AVE SW",403,"Oakland City","S",33.72266,-84.43587
"6149",262635,262634,"LARCENY-FROM VEHICLE",152691235,"09/26/2015","58 W PEACHTREE PL NW",508,"Downtown","M",33.76391,-84.38876
"6150",1289,1288,"LARCENY-FROM VEHICLE",102930537,"10/20/2010","2430 CHESHIRE BRIDGE RD NE",212,"Lindridge/Martin Manor","F",33.82149,-84.35161
"6151",164654,164653,"LARCENY-NON VEHICLE",141440087,"05/24/2014","3909 CAMPBELLTON RD SW @CHESTNUT RIDGE APTS",412,"Kings Forest","P",33.69214,-84.51404
"6152",132946,132945,"LARCENY-FROM VEHICLE",100950191,"04/05/2010","50 ALABAMA ST SW",511,"Downtown","M",33.75194,-84.38964
"6153",212312,212311,"AUTO THEFT",142060362,"07/25/2014","914 JUNIPER ST NE",503,"Midtown","E",33.77936,-84.38275
"6154",186837,186836,"AUTO THEFT",131561886,"06/05/2013","499 ANGIER AVE NE",603,"Old Fourth Ward","M",33.76619,-84.37094
"6155",200981,200980,"LARCENY-FROM VEHICLE",101942084,"07/13/2010","591 JONES AVE NW",103,"English Avenue","L",33.7645,-84.40686
"6156",30288,30287,"BURGLARY-RESIDENCE",103181562,"11/14/2010","4857 CAMPBELLTON RD SW",412,"","P",33.69983,-84.54503
"6157",124512,124511,"ROBBERY-PEDESTRIAN",150691995,"03/10/2015","288 RALPH D ABERNATHY BLVD SW",303,"Mechanicsville","V",33.73659,-84.39743
"6158",157941,157940,"LARCENY-NON VEHICLE",111211578,"05/01/2011","400 W PEACHTREE ST NW",504,"Downtown","M",33.76614,-84.3876
"6159",226062,226061,"LARCENY-NON VEHICLE",102201148,"08/08/2010","371 NEWPORT ST NW",103,"English Avenue","L",33.76483,-84.41365
"6160",268960,268959,"LARCENY-NON VEHICLE",92601049,"09/17/2009","255 COURTLAND;",509,"Downtown","M",33.76157,-84.38314
"6161",245551,245550,"LARCENY-NON VEHICLE",92331596,"08/21/2009","516 SEMINOLE AVE NE",602,"Inman Park","N",33.76823,-84.351
"6162",245661,245660,"ROBBERY-PEDESTRIAN",92320360,"08/20/2009","3172 PEACHTREE RD NE",208,"Buckhead Forest","B",33.84099,-84.37658
"6163",113091,113090,"LARCENY-FROM VEHICLE",100601645,"03/01/2010","CENTENNIAL OLYMPIC P DR NW / LUCKIE ST NW",508,"Downtown","M",33.75916,-84.39208
"6164",230869,230868,"LARCENY-NON VEHICLE",122381839,"08/25/2012","190 MARIETTA ST NW",507,"Downtown","M",33.75757,-84.39487
"6165",40486,40485,"LARCENY-FROM VEHICLE",143262479,"11/22/2014","1401 N HIGHLAND AVE NE ",213,"Morningside/Lenox Park","F",33.79324,-84.35161
"6166",76487,76486,"BURGLARY-NONRES",133390452,"12/05/2013","1017 WESTVIEW DR SW",104,"Ashview Heights","T",33.7482,-84.42039
"6167",232788,232787,"BURGLARY-NONRES",122180709,"08/05/2012","454 CHEROKEE AVE SE",605,"Grant Park","W",33.74205,-84.37332
"6168",105692,105691,"AUTO THEFT",160362538,"02/05/2016","1871 PLAZA LN SW",410,"Campbellton Road","R",33.70451,-84.45323
"6169",119237,119236,"AUTO THEFT",130780781,"03/19/2013","380 E LAKE BLVD SE",611,"The Villages at East Lake","O",33.74173,-84.31451
"6170",248778,248777,"LARCENY-FROM VEHICLE",102641216,"09/21/2010","1025 HOWELL MILL RD NW",501,"Home Park","E",33.78285,-84.41126
"6171",131423,131422,"LARCENY-FROM VEHICLE",101100966,"04/20/2010","HOWELL MILL RD NW / BECK ST NW",205,"","C",33.80701,-84.41279
"6172",104168,104167,"LARCENY-FROM VEHICLE",160582055,"02/27/2016","3755 CARMIA DR SW",414,"Princeton Lakes","P",33.65629,-84.51134
"6173",236058,236057,"AUTO THEFT",132130865,"08/01/2013","220 RENAISSANCE PKWY NE",603,"Old Fourth Ward","M",33.76973,-84.37977
"6174",72670,72669,"LARCENY-NON VEHICLE",123530467,"12/18/2012","247 MORRIS BROWN AVE NW",108,"Dixie Hills","J",33.76214,-84.45308
"6175",93034,93033,"LARCENY-FROM VEHICLE",100421448,"02/11/2010","209 EDGEWOOD AVE SE",510,"Downtown","M",33.75409,-84.37991
"6176",108895,108894,"AUTO THEFT",90481205,"02/17/2009","259 RICHARDSON ST SW",303,"Mechanicsville","V",33.74083,-84.39654
"6177",226255,226254,"BURGLARY-RESIDENCE",102180597,"08/06/2010","18 WHITEHOUSE DR SW",104,"Ashview Heights","T",33.75432,-84.41961
"6178",107148,107147,"LARCENY-FROM VEHICLE",170421913,"02/11/2017","270 15TH ST NE",502,"Ansley Park","E",33.78862,-84.37798
"6179",252142,252141,"LARCENY-NON VEHICLE",112621466,"09/19/2011","190 MARIETTA ",507,"Downtown","M",33.75757,-84.39487
"6180",34213,34212,"HOMICIDE",113091370072,"11/05/2011","1006 DUNNING ST SE",304,"Peoplestown","V",33.72748,-84.38693
"6181",242877,242876,"LARCENY-FROM VEHICLE",162311844,"08/18/2016","506 LYNCH AVE NW",501,"Home Park","E",33.7821,-84.40376
"6182",81695,81694,"LARCENY-NON VEHICLE",153422811,"12/08/2015","908 PEACHTREE ST NE",505,"Midtown","E",33.77938,-84.38433
"6183",73329,73328,"LARCENY-NON VEHICLE",123472593,"12/12/2012","3393 PEACHTREE RD NE",210,"Lenox","B",33.84676,-84.36212
"6184",53963,53962,"AGG ASSAULT",140151630,"01/15/2014","3885 JONESBORO RD SE",313,"South River Gardens","Z",33.64883,-84.36584
"6185",226618,226617,"LARCENY-NON VEHICLE",102151487,"08/03/2010","855 PEACHTREE ST NE",505,"Midtown","E",33.77798,-84.38389
"6186",88575,88574,"ROBBERY-PEDESTRIAN",90290631,"01/29/2009","2200 MEADOR AVE SE",310,"Lakewood","Z",33.69411,-84.38019
"6187",199478,199477,"AUTO THEFT",102082090,"07/27/2010","1154 JAMES JACKSON PKWY ",113,"Brookview Heights","G",33.7876,-84.47783
"6188",73500,73499,"BURGLARY-RESIDENCE",123450942,"12/10/2012","2728 CHERRY LAUREL LN SW",411,"Greenbriar","R",33.69521,-84.47968
"6189",32500,32499,"LARCENY-NON VEHICLE",113261536,"11/22/2011","2841 GREENBRIAR PKWY SW",411,"Greenbriar","R",33.68677,-84.49773
"6190",68008,68007,"LARCENY-FROM VEHICLE",103390318,"12/05/2010","1120 PEACHTREE WALK",503,"Midtown","E",33.78527,-84.38637
"6191",41615,41614,"BURGLARY-RESIDENCE",143131088,"11/09/2014","2909 CAMPBELLTON RD SW ",409,"Southwest","R",33.70025,-84.48473
"6192",75423,75422,"LARCENY-FROM VEHICLE",133522606,"12/18/2013","3 JOSEPH E LOWERY BLVD SW",104,"Ashview Heights","T",33.75459,-84.41766
"6193",225572,225571,"LARCENY-FROM VEHICLE",102251070,"08/13/2010","2049 PERKERSON RD SW",306,"Sylvan Hills","X",33.69858,-84.41722
"6194",260503,260502,"LARCENY-FROM VEHICLE",142631782,"09/20/2014","315 BUCKHEAD AVE NE",206,"Buckhead Village","B",33.83813,-84.3772
"6195",149825,149824,"ROBBERY-PEDESTRIAN",91091504,"04/19/2009","2719 3RD AVE SW",311,"Hammond Park","X",33.67819,-84.4022
"6196",257726,257725,"LARCENY-FROM VEHICLE",132630994,"09/20/2013","4165 WHITEWATER CREEK RD",202,"Whitewater Creek","A",33.87182,-84.44086
"6197",110355,110354,"AGG ASSAULT",90331516,"02/02/2009","340 GLENN ST SW",303,"Mechanicsville","V",33.73798,-84.39901
"6198",13251,13250,"AGG ASSAULT",142880789,"10/15/2014","1933 NORTH AVE NW",107,"Grove Park","J",33.76873,-84.45081
"6199",17467,17466,"LARCENY-NON VEHICLE",163032195,"10/29/2016","1630 JONESBORO RD SE",307,"Lakewood Heights","Y",33.70722,-84.37976
"6200",43578,43577,"LARCENY-FROM VEHICLE",153212969,"11/17/2015","3232 PEACHTREE RD NE",208,"Buckhead Forest","B",33.84413,-84.37409
"6201",221625,221624,"LARCENY-FROM VEHICLE",91990807,"07/18/2009","267 CHICAMAUGA AVE SW",104,"Mozley Park","K",33.74783,-84.4325
"6202",175566,175565,"AGG ASSAULT",101770442,"06/26/2010","1940 FISHER RD SE",607,"Custer/McDonough/Guice","W",33.70979,-84.35849
"6203",51624,51623,"LARCENY-FROM VEHICLE",130121259,"01/12/2013","1631 TALLULAH ST NW",207,"Berkeley Park","D",33.7995,-84.41119
"6204",207650,207649,"LARCENY-FROM VEHICLE",121941479,"07/12/2012","3030 HEADLAND DR SW",411,"Greenbriar","R",33.68841,-84.48742
"6205",71301,71300,"LARCENY-NON VEHICLE",113361114,"12/02/2011","MAGNOLIA ST NW / NORTHSIDE DR NW",102,"Vine City","L",33.75806,-84.40277
"6206",83547,83546,"BURGLARY-RESIDENCE",163511980,"12/16/2016","876 WASHINGTON ST SW",304,"Peoplestown","V",33.73104,-84.39082
"6207",257823,257822,"AGG ASSAULT",132622164,"09/19/2013","920 MAYSON TURNER RD NW",102,"Washington Park","K",33.7579,-84.41772
"6208",10221,10220,"LARCENY-FROM VEHICLE",132931229,"10/20/2013","2 6TH ST NE",505,"Midtown","E",33.77762,-84.38707
"6209",216029,216028,"LARCENY-NON VEHICLE",151978019,"07/16/2015","9700 SPINE RD",703,"","",33.64065,-84.43591
"6210",196856,196855,"LARCENY-NON VEHICLE",91680153,"06/17/2009","1856 PIEDMONT AVE",212,"Piedmont Heights","F",33.80627,-84.3669
"6211",175767,175766,"LARCENY-NON VEHICLE",101751761,"06/24/2010","230 CLEVELAND AVE SW",311,"Glenrose Heights","Z",33.68012,-84.39573
"6212",42552,42551,"BURGLARY-RESIDENCE",153341514,"11/30/2015","1051 MORELAND DR SE",607,"Custer/McDonough/Guice","W",33.70882,-84.35414
"6213",15572,15571,"LARCENY-FROM VEHICLE",152933167,"10/20/2015","327 MEMORIAL DR SE",605,"Grant Park","W",33.74656,-84.37679
"6214",145692,145691,"LARCENY-NON VEHICLE",150990089,"04/09/2015","398 14TH ST NW",501,"Home Park","E",33.78593,-84.40025
"6215",106398,106397,"AUTO THEFT",170532377,"02/22/2017","2033 PINE CONE DR SW",412,"Heritage Valley","P",33.7003,-84.50043
"6216",251539,251538,"AUTO THEFT",112681132,"09/25/2011","1730 HOLLYWOOD RD NW",113,"Scotts Crossing","G",33.8022,-84.47149
"6217",161170,161169,"ROBBERY-COMMERCIAL",131502023,"05/30/2013","1544 PIEDMONT AVE",213,"Piedmont Heights","F",33.79668,-84.36951
"6218",76391,76390,"AUTO THEFT",133401626,"12/06/2013","1744 MADRONA ST NW",107,"Grove Park","J",33.77036,-84.44412
"6219",137791,137790,"LARCENY-NON VEHICLE",121061146,"04/15/2012","3650 JONESBORO RD SE",313,"South River Gardens","Z",33.6558,-84.36612
"6220",40615,40614,"LARCENY-FROM VEHICLE",143242945,"11/20/2014","2193 ABNER PL NW",110,"Carver Hills","G",33.80215,-84.45936
"6221",203963,203962,"BURGLARY-RESIDENCE",111971082,"07/16/2011","44 CLAY ST SE",610,"Kirkwood","O",33.75219,-84.33016
"6222",91568,91567,"AGG ASSAULT",90020046,"01/02/2009","989 SPRING ST NW",503,"Midtown","E",33.7817,-84.38894
"6223",200587,200586,"ROBBERY-PEDESTRIAN",101971806,"07/16/2010","1232 MEMORIAL DR SE",609,"Edgewood","O",33.74859,-84.34047
"6224",122094,122093,"LARCENY-FROM VEHICLE",140720447,"03/13/2014","1022 CANTER RD NE",210,"Pine Hills","B",33.84233,-84.35428
"6225",158622,158621,"LARCENY-NON VEHICLE",121470813,"05/26/2012","12 BROAD ST SW",511,"Downtown","M",33.7532,-84.39201
"6226",220454,220453,"AUTO THEFT",92091711,"07/28/2009","779 MAGNOLIA WAY NW",102,"Vine City","L",33.75822,-84.41371
"6227",62559,62558,"ROBBERY-PEDESTRIAN",93321467,"11/28/2009","2280 CAMPBELLTON ROAD",410,"Campbellton Road","R",33.70473,-84.4623
"6228",44970,44969,"ROBBERY-RESIDENCE",163343061,"11/29/2016","2544 COUNTY LINE RD SW",413,"Fairway Acres","P",33.68571,-84.5349
"6229",133253,133252,"BURGLARY-RESIDENCE",100921190,"04/02/2010","2909 CAMPBELLTON RD SW",409,"Southwest","R",33.69869,-84.48265
"6230",263931,263930,"AGG ASSAULT",152542590,"09/11/2015","166 CHAPPELL RD NW",105,"Hunter Hills","K",33.7633,-84.43337
"6231",31832,31831,"LARCENY-NON VEHICLE",113331524,"11/29/2011","1225 CAROLINE ST NE",609,"Edgewood","O",33.75605,-84.34813
"6232",131908,131907,"LARCENY-NON VEHICLE",101058009,"04/15/2010","1600 AVIATION BLVD @DELTA INTERNATIONAL",50,"","",33.64104,-84.41705
"6233",154564,154563,"BURGLARY-RESIDENCE",101231318,"05/03/2010","599 TERRY ST SE",304,"Summerhill","V",33.7383,-84.38499
"6234",57493,57492,"BURGLARY-RESIDENCE",150030988,"01/03/2015","383 HOLDERNESS ST SW",401,"West End","T",33.74457,-84.42715
"6235",192202,192201,"LARCENY-FROM VEHICLE",151582516,"06/07/2015","1529 PIEDMONT AVE NE",213,"Morningside/Lenox Park","F",33.79625,-84.36946
"6236",41991,41990,"AUTO THEFT",143102958,"11/06/2014","1715 HOWELL MILL RD NW ",204,"Berkeley Park","D",33.80089,-84.4157
"6237",267122,267121,"HOMICIDE",162503192080,"09/06/2016","415 FAIRBURN RD SW",407,"Fairburn Mays","H",33.74349,-84.50968
"6238",176408,176407,"LARCENY-NON VEHICLE",101690733,"06/18/2010","3 OWEN ST SE",307,"Lakewood Heights","Y",33.70404,-84.38053
"6239",101284,101283,"AUTO THEFT",140420779,"02/11/2014","50 MOUNT ZION RD SW",312,"Glenrose Heights","Z",33.67273,-84.39067
"6240",141987,141986,"ROBBERY-PEDESTRIAN",141160095,"04/26/2014","448 BOULEVARD SE",605,"Grant Park","W",33.74211,-84.36803
"6241",144682,144681,"BURGLARY-RESIDENCE",151132787,"04/23/2015","2900 PHARR COURT SOUTH NW",206,"Peachtree Heights West","B",33.83477,-84.38598
"6242",192518,192517,"AUTO THEFT",151552024,"06/04/2015","PENN AVE NE / 4TH ST NE",505,"Midtown","E",33.77454,-84.37885
"6243",259492,259491,"LARCENY-NON VEHICLE",132440647,"09/01/2013","235 PEACHTREE STREET NE",509,"Downtown","M",33.76044,-84.38702
"6244",65832,65831,"LARCENY-FROM VEHICLE",103631304,"12/29/2010","583 SAINT CHARLES AVE NE",506,"Midtown","E",33.77537,-84.36811
"6245",2854,2853,"AUTO THEFT",102781137,"10/05/2010","3495 CREIGHTON RD SW",412,"Mt. Gilead Woods","P",33.70023,-84.50355
"6246",15885,15884,"LARCENY-NON VEHICLE",152902078,"10/17/2015","3393 PEACHTREE RD NE @LENOX MALL",210,"Lenox","B",33.84676,-84.36212
